id,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
2590,S587738,28-02-2020 14:30,A,Y,GB,IN,92.67,1567,0.75,Air,SC3,Y,5.12188
2591,S587739,09-06-2020 09:12,A,Y,GB,IN,94.9,1000,0.9,Ocean,SC1,Y,18.83495
2592,S588710,08-04-2019 12:21,A,Y,GB,IN,90.55,450,0.9,Ocean,SC1,Y,20.14873
2593,S588736,31-10-2019 22:41,A,Y,GB,IN,91.24,1000,0.75,Air,SC3,Y,5.15081
2594,S588739,09-06-2020 09:12,A,Y,GB,IN,94.57,1000,1.05,Air,SC2,Y,5.3066
2595,S589703,24-02-2019 22:24,A,Y,GB,IN,92.85,1506,0.75,Air,SC3,Y,5.05903
2596,S589715,09-05-2019 16:19,A,Y,GB,IN,90.83,1006,0.75,Air,SC3,Y,5.26435
2597,S589722,28-06-2019 08:34,A,Y,GB,IN,86.41,290,0.9,Ocean,SC1,Y,8.57164
2598,S589736,31-10-2019 23:00,A,Y,GB,IN,92,115,0.75,Air,SC3,Y,5.14444
2599,S589738,28-02-2020 20:56,A,Y,GB,IN,91.76,705,0.9,Ocean,SC1,Y,33.72546
2600,S590710,08-04-2019 12:23,A,Y,GB,IN,90.45,1106,0.9,Ocean,SC1,Y,10.16238
2601,S590728,05-08-2019 14:57,A,Y,GB,IN,85.5,239,0.9,Ocean,SC1,Y,31.23507
2602,S590737,16-12-2019 15:22,A,Y,GB,IN,93.96,128,0.9,Ocean,SC1,Y,21.4081
2603,S591703,25-02-2019 08:35,A,Y,GB,IN,92.2543,60,0.9,Ocean,SC1,Y,28.58125
2604,S591727,31-07-2019 13:46,A,Y,GB,IN,83.6,1206,0.9,Ocean,SC1,Y,10.73727
2605,S592703,25-02-2019 08:50,A,Y,GB,IN,91.57,95,0.75,Air,SC3,Y,5.24144
2606,S592718,31-05-2019 10:36,A,Y,GB,IN,87.3,305,0.9,Ocean,SC1,Y,29.42002
2607,S592726,24-07-2019 14:20,A,Y,GB,IN,85.75,65,0.9,Ocean,SC1,Y,20.97465
2608,S592737,16-12-2019 16:49,A,Y,GB,IN,94.79,60,0.75,Air,SC3,Y,5.11782
2609,S592739,09-06-2020 13:23,A,Y,GB,IN,95.54,119.5,1.05,Air,SC2,Y,5.32512
2610,S593712,23-04-2019 10:57,A,Y,GB,IN,90.26,285,0.75,Air,SC3,Y,5.34109
2611,S593736,01-11-2019 09:05,A,Y,GB,IN,91.5,115,0.9,Ocean,SC1,Y,28.79016
2612,S593737,16-12-2019 16:54,A,Y,GB,IN,94.73,589,1.05,Air,SC2,Y,5.0515
2613,S593739,09-06-2020 15:48,A,Y,GB,IN,95.82,268.5,0.75,Air,SC3,Y,5.34236
2614,S594710,08-04-2019 12:31,A,Y,GB,IN,90.65,1006,0.75,Air,SC3,Y,5.07593
2615,S594736,01-11-2019 09:21,A,Y,GB,IN,91.52,225,0.75,Air,SC3,Y,5.20486
2616,S594738,29-02-2020 19:03,A,Y,GB,IN,91.65,303.5,1.05,Air,SC2,Y,5.13611
2617,S594739,09-06-2020 17:06,A,Y,GB,IN,94.9,100,1.05,Air,SC2,Y,5.25637
2618,S595726,24-07-2019 14:31,A,Y,GB,IN,85.71,900,0.75,Air,SC3,Y,5.07454
2619,S595728,05-08-2019 15:06,A,Y,GB,IN,85.81,2208,0.75,Air,SC3,Y,5.28495
2620,S595729,10-08-2019 13:44,A,Y,GB,IN,84.7,1006,1.05,Air,SC2,Y,5.35799
2621,S595736,01-11-2019 09:25,A,Y,GB,IN,91.56,115,0.75,Air,SC3,Y,5.23275
2622,S595737,16-12-2019 18:33,A,Y,GB,IN,94.5,138,0.75,Air,SC3,Y,5.12002
2623,S595738,01-03-2020 21:33,A,Y,GB,IN,91.7,103.5,0.75,Air,SC3,Y,5.3309
2624,S596711,14-04-2019 12:07,A,Y,GB,IN,90.58,449.5,0.75,Air,SC3,Y,5.40961
2625,S596715,09-05-2019 16:36,A,Y,GB,IN,90.68,60,1.05,Air,SC2,Y,5.22269
2626,S596721,20-06-2019 09:45,A,Y,GB,IN,87.9,255,0.9,Ocean,SC1,Y,29.06829
2627,S596737,16-12-2019 20:04,A,Y,GB,IN,94.2,105,0.9,Ocean,SC1,Y,13.36181
2628,S596738,01-03-2020 21:40,A,Y,GB,IN,91.65,103.5,0.75,Air,SC3,Y,5.04097
2629,S596739,09-06-2020 23:10,A,Y,GB,IN,95.45,405,0.9,Ocean,SC1,Y,24.6566
2630,S597721,20-06-2019 09:49,A,Y,GB,IN,87.9,180,1.05,Air,SC2,Y,5.3375
2631,S597737,16-12-2019 20:11,A,Y,GB,IN,94.59,1006,0.75,Air,SC3,Y,5.27859
2632,S597739,10-06-2020 05:12,A,Y,GB,IN,95.45,1507,1.05,Air,SC2,Y,5.35417
2633,S598711,14-04-2019 12:22,A,Y,GB,IN,90.84,1006,1.05,Air,SC2,Y,5.04259
2634,S598737,16-12-2019 20:12,A,Y,GB,IN,94.2,1006,0.9,Ocean,SC1,Y,23.41944
2635,S598738,02-03-2020 06:31,A,Y,GB,IN,92.44,153.5,0.75,Air,SC3,Y,5.22685
2636,S599707,19-03-2019 14:37,A,Y,GB,IN,90.9,1006,0.9,Ocean,SC1,Y,21.09502
2637,S599722,28-06-2019 08:56,A,Y,GB,IN,86.85,181,0.9,Ocean,SC1,Y,8.72824
2638,S599738,02-03-2020 09:12,A,Y,GB,IN,92.1,153.5,1.05,Air,SC2,Y,5.38634
2639,S599739,10-06-2020 08:30,A,Y,GB,IN,95.48,1000,0.75,Air,SC3,Y,5.18079
2640,S600736,01-11-2019 11:24,A,Y,GB,IN,91.5,1325,0.9,Ocean,SC1,Y,19.7566
2641,S600737,16-12-2019 20:19,A,Y,GB,IN,93.76,267,0.9,Ocean,SC1,Y,13.46806
2642,S600738,02-03-2020 09:13,A,Y,GB,IN,92.50378314,221.5,0.75,Air,SC3,Y,5.09236
2643,S601721,20-06-2019 09:59,A,Y,GB,IN,87.9,449,0.9,Ocean,SC1,Y,19.16586
2644,S601736,01-11-2019 11:34,A,Y,GB,IN,91.86,280,0.75,Air,SC3,Y,5.26331
2645,S601737,16-12-2019 20:54,A,Y,GB,IN,94.55,655,0.75,Air,SC3,Y,5.24676
2646,S601739,10-06-2020 09:57,A,Y,GB,IN,95.7,213.5,1.05,Air,SC2,Y,5.21343
2647,S602707,19-03-2019 14:50,A,Y,GB,IN,90.9,505,0.9,Ocean,SC1,Y,31.18414
2648,S602723,03-07-2019 16:28,A,Y,GB,IN,85.9,1000,1.05,Air,SC2,Y,5.31505
2649,S602736,01-11-2019 12:08,A,Y,GB,IN,91.58,900,1.05,Air,SC2,Y,5.32188
2650,S602737,16-12-2019 20:56,A,Y,GB,IN,93.76,266.85,0.9,Ocean,SC1,Y,33.72315
2651,S602738,02-03-2020 10:15,A,Y,GB,IN,92.5,221.5,1.05,Air,SC2,Y,5.39387
2652,S602739,10-06-2020 09:59,A,Y,GB,IN,95.7,213.5,1.05,Air,SC2,Y,5.2875
2653,S603702,18-02-2019 14:04,A,Y,GB,IN,91.31,10.96,0.9,Ocean,SC1,Y,30.86597
2654,S603719,05-06-2019 15:04,A,Y,GB,IN,87.65,610,0.9,Ocean,SC1,Y,21.27847
2655,S603720,12-06-2019 10:20,A,Y,GB,IN,87.42,200,0.75,Air,SC3,Y,5.32326
2656,S603736,01-11-2019 12:28,A,Y,GB,IN,91.5,300,0.9,Ocean,SC1,Y,20.19444
2657,S603737,16-12-2019 21:45,A,Y,GB,IN,94.25,205,0.75,Air,SC3,Y,5.20104
2658,S603738,02-03-2020 10:57,A,Y,GB,IN,92.62,440,0.75,Air,SC3,Y,5.27002
2659,S603739,10-06-2020 11:58,A,Y,GB,IN,95.35,320,1.05,Air,SC2,Y,5.06354
2660,S604709,02-04-2019 12:41,A,Y,GB,IN,89.4,405,1.05,Air,SC2,Y,5.16933
2661,S604734,10-09-2019 13:16,A,Y,GB,IN,87.78,400,1.05,Air,SC2,Y,5.29329
2662,S604737,16-12-2019 22:35,A,Y,GB,IN,93.76,213.4,0.9,Ocean,SC1,Y,24.41354
2663,S604739,10-06-2020 12:01,A,Y,GB,IN,95.69,1000,1.05,Air,SC2,Y,5.28981
2664,S605703,25-02-2019 10:04,A,Y,GB,IN,92.45,330,0.9,Ocean,SC1,Y,29.20012
2665,S605704,01-03-2019 09:59,A,Y,GB,IN,93.58,1615,1.05,Air,SC2,Y,5.3331
2666,S605709,02-04-2019 12:43,A,Y,GB,IN,89.25,355,0.9,Ocean,SC1,Y,10.30289
2667,S605716,15-05-2019 12:22,A,Y,GB,IN,89.8503,111.3,0.9,Ocean,SC1,Y,30.15312
2668,S605717,23-05-2019 14:32,A,Y,GB,IN,87.98,1056,0.75,Air,SC3,Y,5.32639
2669,S605739,10-06-2020 13:17,A,Y,GB,IN,95.19,70,0.75,Air,SC3,Y,5.3485
2670,S606717,23-05-2019 14:34,A,Y,GB,IN,87.9,936,0.9,Ocean,SC1,Y,21.07292
2671,S606726,24-07-2019 15:09,A,Y,GB,IN,85.35,800,0.75,Air,SC3,Y,5.27037
2672,S606737,17-12-2019 03:26,A,Y,GB,IN,94.31,1006,0.75,Air,SC3,Y,5.22998
2673,S606738,02-03-2020 12:58,A,Y,GB,IN,92.54,400,1.05,Air,SC2,Y,5.20671
2674,S606739,10-06-2020 14:15,A,Y,GB,IN,95.5,2008,1.05,Air,SC2,Y,5.33495
2675,S607703,25-02-2019 10:07,A,Y,GB,IN,92.45,97,0.9,Ocean,SC1,Y,9.22095
2676,S607707,19-03-2019 15:05,A,Y,GB,IN,90.9,205,0.9,Ocean,SC1,Y,31.28565
2677,S607712,23-04-2019 11:31,A,Y,GB,IN,89.96234475,560,1.05,Air,SC2,Y,5.23854
2678,S607713,29-04-2019 17:09,A,Y,GB,IN,89.97,116.4,0.75,Air,SC3,Y,5.08519
2679,S607715,09-05-2019 20:03,A,Y,GB,IN,90.93,505,0.75,Air,SC3,Y,5.15116
2680,S607717,23-05-2019 14:36,A,Y,GB,IN,87.9,1061,0.9,Ocean,SC1,Y,21.08553
2681,S607738,02-03-2020 13:05,A,Y,GB,IN,92.54,85.5,0.75,Air,SC3,Y,5.16921
2682,S607739,10-06-2020 14:41,A,Y,GB,IN,95.5,1000,1.05,Air,SC2,Y,5.32859
2683,S608702,18-02-2019 14:17,A,Y,GB,IN,91.75,1096,0.9,Ocean,SC1,Y,10.95428
2684,S608709,02-04-2019 12:55,A,Y,GB,IN,89.25,150,0.9,Ocean,SC1,Y,30.38484
2685,S608713,29-04-2019 18:23,A,Y,GB,IN,89.83,806,0.75,Air,SC3,Y,5.05544
2686,S608736,01-11-2019 14:30,A,Y,GB,IN,91.09,66,0.75,Air,SC3,Y,5.23773
2687,S608737,17-12-2019 08:06,A,Y,GB,IN,94.0933,1006,0.9,Ocean,SC1,Y,28.37847
2688,S608739,10-06-2020 17:30,A,Y,GB,IN,95.9,1050,0.75,Air,SC3,Y,5.04676
2689,S609707,19-03-2019 15:16,A,Y,GB,IN,90.87,554,0.75,Air,SC3,Y,5.08819
2690,S609713,29-04-2019 18:24,A,Y,GB,IN,89.75,205,0.9,Ocean,SC1,Y,22.66863
2691,S609715,09-05-2019 21:40,A,Y,GB,IN,90.8,1490,0.75,Air,SC3,Y,5.29433
2692,S609728,05-08-2019 15:21,A,Y,GB,IN,85.65,240,0.75,Air,SC3,Y,5.08762
2693,S609738,02-03-2020 13:37,A,Y,GB,IN,92.69,440,0.9,Ocean,SC1,Y,30.6787
2694,S610713,29-04-2019 21:14,A,Y,GB,IN,89.81,565,0.75,Air,SC3,Y,5.00521
2695,S610717,23-05-2019 14:39,A,Y,GB,IN,87.9,615,0.9,Ocean,SC1,Y,31.10995
2696,S610726,24-07-2019 15:21,A,Y,GB,IN,85.75,605,0.9,Ocean,SC1,Y,21.40035
2697,S610736,01-11-2019 14:43,A,Y,GB,IN,91.5,200,0.9,Ocean,SC1,Y,11.13692
2698,S610738,02-03-2020 13:38,A,Y,GB,IN,92.31,103.5,0.75,Air,SC3,Y,5.31944
2699,S610739,11-06-2020 07:50,A,Y,GB,IN,95.9,2007,1.05,Air,SC2,Y,5.38079
2700,S611708,27-03-2019 12:23,A,Y,GB,IN,90.52,61,0.75,Air,SC3,Y,5.0309
2701,S611713,29-04-2019 21:16,A,Y,GB,IN,89.71,336,1.05,Air,SC2,Y,5.20104
2702,S611715,10-05-2019 00:34,A,Y,GB,IN,90.5,181,0.9,Ocean,SC1,Y,15.24167
2703,S611726,24-07-2019 15:22,A,Y,GB,IN,85.36,590,0.9,Ocean,SC1,Y,31.40498
2704,S611736,01-11-2019 15:10,A,Y,GB,IN,91.53,2008,1.05,Air,SC2,Y,5.19248
2705,S611737,17-12-2019 10:13,A,Y,GB,IN,93.1659,155,0.9,Ocean,SC1,Y,9.26192
2706,S611738,02-03-2020 14:05,A,Y,GB,IN,92.04,303.5,0.75,Air,SC3,Y,5.32616
2707,S612709,02-04-2019 13:04,A,Y,GB,IN,89.71,105,0.75,Air,SC3,Y,5.38808
2708,S612713,30-04-2019 06:16,A,Y,GB,IN,89.93,1106,0.75,Air,SC3,Y,5.16366
2709,S612738,02-03-2020 14:20,A,Y,GB,IN,92.1,275,1.05,Air,SC2,Y,5.36169
2710,S612739,11-06-2020 11:10,A,Y,GB,IN,95.65,335,0.75,Air,SC3,Y,5.24884
2711,S613713,30-04-2019 06:52,A,Y,GB,IN,89.75,563,0.9,Ocean,SC1,Y,27.86215
2712,S613715,10-05-2019 07:08,A,Y,GB,IN,89.9949,89,0.9,Ocean,SC1,Y,17.97419
2713,S613720,12-06-2019 10:45,A,Y,GB,IN,87.8,115,0.9,Ocean,SC1,Y,9.48449
2714,S613739,11-06-2020 11:23,A,Y,GB,IN,95.55,705,1.05,Air,SC2,Y,5.10486
2715,S614715,10-05-2019 07:44,A,Y,GB,IN,90.4349,945.9,0.9,Ocean,SC1,Y,8.22315
2716,S614720,12-06-2019 10:46,A,Y,GB,IN,87.8,1306,0.9,Ocean,SC1,Y,29.48981
2717,S614723,03-07-2019 17:53,A,Y,GB,IN,85.92,117,0.75,Air,SC3,Y,5.19838
2718,S614736,01-11-2019 16:43,A,Y,GB,IN,91.49,225,0.75,Air,SC3,Y,5.09259
2719,S615723,03-07-2019 18:31,A,Y,GB,IN,86.66,1006,0.75,Air,SC3,Y,5.34294
2720,S615739,11-06-2020 12:58,A,Y,GB,IN,95.94,213,0.75,Air,SC3,Y,5.00995
2721,S616713,30-04-2019 07:20,A,Y,GB,IN,89.74,72,0.75,Air,SC3,Y,5.29109
2722,S616723,03-07-2019 20:10,A,Y,GB,IN,86.71,1006,1.05,Air,SC2,Y,5.32269
2723,S616736,01-11-2019 19:25,A,Y,GB,IN,91.36,329.47,0.75,Air,SC3,Y,5.21308
2724,S616738,02-03-2020 16:25,A,Y,GB,IN,92.57,203.5,0.75,Air,SC3,Y,5.08588
2725,S617713,30-04-2019 07:51,A,Y,GB,IN,89.37,500,0.75,Air,SC3,Y,5.29769
2726,S617723,04-07-2019 03:45,A,Y,GB,IN,86.89,1206,0.75,Air,SC3,Y,5.00995
2727,S617736,01-11-2019 20:43,A,Y,GB,IN,91.5,205,0.75,Air,SC3,Y,5.39352
2728,S617737,17-12-2019 11:01,A,Y,GB,IN,93.51,1006,0.75,Air,SC3,Y,5.07269
2729,S617738,02-03-2020 17:12,A,Y,GB,IN,92.16,303.5,1.05,Air,SC2,Y,5.37211
2730,S618704,01-03-2019 10:21,A,Y,GB,IN,93.99,275,0.75,Air,SC3,Y,5.24537
2731,S618713,30-04-2019 07:51,A,Y,GB,IN,89.75,505,0.9,Ocean,SC1,Y,8.27743
2732,S618736,01-11-2019 20:45,A,Y,GB,IN,91.5,105,0.9,Ocean,SC1,Y,23.64734
2733,S619718,31-05-2019 11:34,A,Y,GB,IN,86.91,576,1.05,Air,SC2,Y,5.38877
2734,S619722,28-06-2019 09:41,A,Y,GB,IN,86.92,1000,0.75,Air,SC3,Y,5.12558
2735,S619736,01-11-2019 22:25,A,Y,GB,IN,91.5,1500,0.9,Ocean,SC1,Y,34.34317
2736,S620734,10-09-2019 14:14,A,Y,GB,IN,87.66,684.47,0.9,Ocean,SC1,Y,20.93704
2737,S620736,02-11-2019 01:36,A,Y,GB,IN,91.5,2008,0.9,Ocean,SC1,Y,5.66979
2738,S620737,17-12-2019 12:45,A,Y,GB,IN,92.76,107.81,0.9,Ocean,SC1,Y,30.31829
2739,S620738,02-03-2020 20:33,A,Y,GB,IN,92.11,223.5,1.05,Air,SC2,Y,5.23681
2740,S620739,11-06-2020 16:53,A,Y,GB,IN,95.91,900,1.05,Air,SC2,Y,5.1581
2741,S621712,23-04-2019 11:58,A,Y,GB,IN,90.66,1106,0.75,Air,SC3,Y,5.2162
2742,S621738,02-03-2020 23:59,A,Y,GB,IN,92.76,103.5,1.05,Air,SC2,Y,5.31435
2743,S621739,11-06-2020 17:05,A,Y,GB,IN,95.8,900,0.75,Air,SC3,Y,5.03565
2744,S622706,12-03-2019 14:37,A,Y,GB,IN,91.71,100,0.9,Ocean,SC1,Y,11.09074
2745,S622708,27-03-2019 13:20,A,Y,GB,IN,90.99,305,1.05,Air,SC2,Y,5.30498
2746,S622735,17-09-2019 17:40,A,Y,GB,IN,89.75,1520,0.75,Air,SC3,Y,5.07778
2747,S622736,02-11-2019 09:16,A,Y,GB,IN,91.5,455,0.9,Ocean,SC1,Y,28.8662
2748,S622738,03-03-2020 02:37,A,Y,GB,IN,92.99,1005,0.75,Air,SC3,Y,5.08333
2749,S623704,01-03-2019 10:30,A,Y,GB,IN,93.4,648,1.05,Air,SC2,Y,5.18912
2750,S623706,12-03-2019 14:39,A,Y,GB,IN,91.81,60,0.75,Air,SC3,Y,5.25706
2751,S623709,02-04-2019 13:32,A,Y,GB,IN,89.75,680,0.75,Air,SC3,Y,5.05556
2752,S623726,24-07-2019 16:16,A,Y,GB,IN,85.96,305,0.75,Air,SC3,Y,5.10799
2753,S623735,17-09-2019 18:04,A,Y,GB,IN,89.73,1520,0.75,Air,SC3,Y,5.40116
2754,S623738,03-03-2020 10:35,A,Y,GB,IN,92.93,350,0.9,Ocean,SC1,Y,19.4103
2755,S623739,11-06-2020 18:16,A,Y,GB,IN,94.6,1190,0.9,Ocean,SC1,Y,32.61435
2756,S624733,04-09-2019 17:42,A,Y,GB,IN,87.29,150,0.75,Air,SC3,Y,5.20231
2757,S624735,17-09-2019 20:37,A,Y,GB,IN,89.88,405,0.9,Ocean,SC1,Y,23.59699
2758,S624738,03-03-2020 11:29,A,Y,GB,IN,92.5,1005,1.05,Air,SC2,Y,5.40069
2759,S624739,12-06-2020 06:36,A,Y,GB,IN,95.37,303.5,0.75,Air,SC3,Y,5.23461
2760,S625739,12-06-2020 06:51,A,Y,GB,IN,94.64,200,0.75,Air,SC3,Y,5.10579
2761,S626704,01-03-2019 10:36,A,Y,GB,IN,93.91,1200,0.9,Ocean,SC1,Y,29.41852
2762,S626733,04-09-2019 19:03,A,Y,GB,IN,87.55,605,0.75,Air,SC3,Y,5.27639
2763,S626735,17-09-2019 23:30,A,Y,GB,IN,89.7,1006,0.75,Air,SC3,Y,5.30799
2764,S627733,04-09-2019 20:34,A,Y,GB,IN,87.98,150,0.75,Air,SC3,Y,5.27384
2765,S627735,17-09-2019 23:33,A,Y,GB,IN,89.25,1520,0.9,Ocean,SC1,Y,34.81713
2766,S628713,30-04-2019 08:58,A,Y,GB,IN,89.8205,806,0.9,Ocean,SC1,Y,18.74167
2767,S628733,04-09-2019 20:38,A,Y,GB,IN,87.55,233.5,0.9,Ocean,SC1,Y,13.59769
2768,S628736,02-11-2019 11:56,A,Y,GB,IN,91.5,505,0.9,Ocean,SC1,Y,29.97604
2769,S628738,03-03-2020 12:37,A,Y,GB,IN,92.9858,111.5,1.05,Air,SC2,Y,5.1441
2770,S628739,12-06-2020 09:52,A,Y,GB,IN,95.51,265,0.75,Air,SC3,Y,5.21435
2771,S629728,05-08-2019 15:45,A,Y,GB,IN,85.92,806,1.05,Air,SC2,Y,5.3691
2772,S629734,10-09-2019 14:55,A,Y,GB,IN,88.77,119,0.75,Air,SC3,Y,5.11366
2773,S629736,02-11-2019 12:17,A,Y,GB,IN,91.81,1000,0.75,Air,SC3,Y,5.30903
2774,S629738,03-03-2020 12:38,A,Y,GB,IN,92.9858,1997,1.05,Air,SC2,Y,5.37569
2775,S630729,10-08-2019 15:44,A,Y,GB,IN,84.7,500,0.9,Ocean,SC1,Y,11.55683
2776,S631705,05-03-2019 16:18,A,Y,GB,IN,92.25,110,0.75,Air,SC3,Y,5.1419
2777,S631738,03-03-2020 13:35,A,Y,GB,IN,93.51,56.5,1.05,Air,SC2,Y,5.1897
2778,S631739,12-06-2020 11:43,A,Y,GB,IN,95.42,355,0.75,Air,SC3,Y,5.3287
2779,S632717,24-05-2019 07:55,A,Y,GB,IN,87.8331,635,0.9,Ocean,SC1,Y,28.30428
2780,S632728,05-08-2019 15:47,A,Y,GB,IN,85.76,300,0.75,Air,SC3,Y,5.1397
2781,S632733,05-09-2019 05:49,A,Y,GB,IN,86.9026,350,0.9,Ocean,SC1,Y,7.4294
2782,S632735,18-09-2019 10:08,A,Y,GB,IN,88.46,200,0.75,Air,SC3,Y,5.15752
2783,S632736,02-11-2019 13:02,A,Y,GB,IN,91.82,330,1.05,Air,SC2,Y,5.36447
2784,S632739,12-06-2020 12:07,A,Y,GB,IN,95.43,355,1.05,Air,SC2,Y,5.15336
2785,S633733,05-09-2019 07:25,A,Y,GB,IN,88,150,0.75,Air,SC3,Y,5.17593
2786,S633736,02-11-2019 13:08,A,Y,GB,IN,91.69,125,0.75,Air,SC3,Y,5.36921
2787,S633739,12-06-2020 12:40,A,Y,GB,IN,94.9,1005,1.05,Air,SC2,Y,5.21655
2788,S634708,27-03-2019 14:10,A,Y,GB,IN,90.45,155,0.9,Ocean,SC1,Y,10.90683
2789,S634737,17-12-2019 20:54,A,Y,GB,IN,92.78,120,0.75,Air,SC3,Y,5.12766
2790,S634739,12-06-2020 12:46,A,Y,GB,IN,95.78562266,1005,0.75,Air,SC3,Y,5.28657
2791,S635705,05-03-2019 16:27,A,Y,GB,IN,92.5,1006,0.9,Ocean,SC1,Y,31.8544
2792,S635707,19-03-2019 22:49,A,Y,GB,IN,90.9,455,0.9,Ocean,SC1,Y,24.51065
2793,S635717,24-05-2019 09:03,A,Y,GB,IN,87.5133,1150,0.9,Ocean,SC1,Y,8.7735
2794,S635725,16-07-2019 20:34,A,Y,GB,IN,85.21,255,1.05,Air,SC2,Y,5.10069
2795,S635736,02-11-2019 14:52,A,Y,GB,IN,91.5,1006,0.9,Ocean,SC1,Y,21.19688
2796,S636707,20-03-2019 08:48,A,Y,GB,IN,90.8337,1106.9,0.9,Ocean,SC1,Y,8.67164
2797,S636733,05-09-2019 08:37,A,Y,GB,IN,87.6,235,1.05,Air,SC2,Y,5.3316
2798,S636735,18-09-2019 13:09,A,Y,GB,IN,88.78,1136,1.05,Air,SC2,Y,5.14468
2799,S636737,18-12-2019 09:03,A,Y,GB,IN,92.7,355,0.9,Ocean,SC1,Y,8.77558
2800,S636739,12-06-2020 15:13,A,Y,GB,IN,94.55,103.5,1.05,Air,SC2,Y,5.30243
2801,S637711,14-04-2019 17:34,A,Y,GB,IN,90.38,175,0.75,Air,SC3,Y,5.0441
2802,S637729,10-08-2019 16:14,A,Y,GB,IN,84.7,458,0.9,Ocean,SC1,Y,11.7662
2803,S637735,18-09-2019 13:11,A,Y,GB,IN,88.54,120,0.9,Ocean,SC1,Y,10.49456
2804,S637736,02-11-2019 16:41,A,Y,GB,IN,91.93,175,0.75,Air,SC3,Y,5.42153
2805,S637739,12-06-2020 19:28,A,Y,GB,IN,94.14,100,0.75,Air,SC3,Y,5.18958
2806,S638711,14-04-2019 23:01,A,Y,GB,IN,89.92,447,0.75,Air,SC3,Y,5.17118
2807,S638725,16-07-2019 21:53,A,Y,GB,IN,85.12,600,1.05,Air,SC2,Y,5.05289
2808,S638736,02-11-2019 16:56,A,Y,GB,IN,91.8,1106,0.75,Air,SC3,Y,5.10822
2809,S638737,18-12-2019 10:24,A,Y,GB,IN,92.78,205,1.05,Air,SC2,Y,5.18067
2810,S638738,03-03-2020 18:50,A,Y,GB,IN,93.48,2007,0.75,Air,SC3,Y,5.32627
2811,S638739,12-06-2020 19:32,A,Y,GB,IN,94.24,100,0.75,Air,SC3,Y,5.29456
2812,S639704,01-03-2019 11:07,A,Y,GB,IN,93.54872711,1938,0.75,Air,SC3,Y,5.12014
2813,S639725,16-07-2019 22:09,A,Y,GB,IN,85.94,400,0.75,Air,SC3,Y,5.03657
2814,S639733,05-09-2019 08:52,A,Y,GB,IN,87.87,120,0.75,Air,SC3,Y,5.02546
2815,S639736,02-11-2019 17:14,A,Y,GB,IN,91.5,500,0.9,Ocean,SC1,Y,12.18542
2816,S639738,03-03-2020 18:51,A,Y,GB,IN,93.75,1102,1.05,Air,SC2,Y,5.42014
2817,S639739,13-06-2020 15:30,A,Y,GB,IN,94.56696481,123.5,1.05,Air,SC2,Y,5.18102
2818,S640724,10-07-2019 13:36,A,Y,GB,IN,85.35,1506,0.9,Ocean,SC1,Y,10.66782
2819,S640725,16-07-2019 23:50,A,Y,GB,IN,85.75,417,0.75,Air,SC3,Y,5.34167
2820,S640736,02-11-2019 17:15,A,Y,GB,IN,91.4,1000,0.75,Air,SC3,Y,5.19595
2821,S640738,03-03-2020 19:12,A,Y,GB,IN,93.86,273.5,0.75,Air,SC3,Y,5.05799
2822,S641714,04-05-2019 13:25,A,Y,GB,IN,90.21,220,0.9,Ocean,SC1,Y,10.59572
2823,S641726,24-07-2019 17:42,A,Y,GB,IN,85.75,180,0.9,Ocean,SC1,Y,32.38137
2824,S641735,18-09-2019 15:28,A,Y,GB,IN,88.59,1150,0.75,Air,SC3,Y,5.23345
2825,S641737,18-12-2019 14:21,A,Y,GB,IN,92.6,650,0.75,Air,SC3,Y,5.34977
2826,S641738,03-03-2020 19:41,A,Y,GB,IN,93.5,350,0.75,Air,SC3,Y,5.02292
2827,S642715,10-05-2019 09:15,A,Y,GB,IN,89.945,555.9,0.9,Ocean,SC1,Y,28.85613
2828,S642719,05-06-2019 19:32,A,Y,GB,IN,87.87,65,1.05,Air,SC2,Y,5.10104
2829,S642724,10-07-2019 13:52,A,Y,GB,IN,85.35,1406,0.75,Air,SC3,Y,5.33565
2830,S642726,24-07-2019 21:45,A,Y,GB,IN,85.75,155,0.9,Ocean,SC1,Y,24.06331
2831,S642738,03-03-2020 19:46,A,Y,GB,IN,93.97,28.5,1.05,Air,SC2,Y,5.30475
2832,S643726,24-07-2019 22:45,A,Y,GB,IN,85.75,2000,0.9,Ocean,SC1,Y,14.48206
2833,S643736,02-11-2019 22:54,A,Y,GB,IN,91.64,165,0.75,Air,SC3,Y,5.38808
2834,S643737,18-12-2019 14:58,A,Y,GB,IN,92.92,255,1.05,Air,SC2,Y,5.37326
2835,S643738,03-03-2020 19:47,A,Y,GB,IN,93.19715581,170,0.75,Air,SC3,Y,5.28021
2836,S644704,01-03-2019 11:18,A,Y,GB,IN,93.31,500,0.75,Air,SC3,Y,5.00475
2837,S644711,15-04-2019 08:48,A,Y,GB,IN,90.87,226,1.05,Air,SC2,Y,5.14525
2838,S644722,28-06-2019 10:37,A,Y,GB,IN,86.95,700,0.9,Ocean,SC1,Y,19.42569
2839,S644726,24-07-2019 23:21,A,Y,GB,IN,85.75,150,0.9,Ocean,SC1,Y,14.72963
2840,S644736,02-11-2019 23:51,A,Y,GB,IN,91.64,110,1.05,Air,SC2,Y,5.19016
